kegg.code	taxa.id
pai	13773
pis	2277
pcl	181486
pas	121277
pyr	1104324
pog	99007
tne	70771
pyw	1227555
cma	76887
tuz	184117
ttn	2271
2271	2271
vdi	164451
vmo	985052
tpe	2269
thb	1365176
tcb	1483572
thf	1550241
asc	242703
acia	1577685
clg	200415
ffo	683846
nmr	338192
nir	1229909
nid	1582439
nin	1580092
nkr	1510466
nct	1898749
csy	46770
nga	497727
nvn	1034015
nev	1459637
taa	1353260
ncv	2058097
csu	311458
nbv	1410606
tah	1603555
ndv	1078905
neq	160232
naa	1577684
marh	1920749
kcr	498846
barc	1700835
barb	1700836
loki	1538547
agw	1579370
arg	1579378
